badgeHolder,badgeId,badgeSlug,badgeName,badgeDescription,badgeNumHolders,badgeType
Forex-trading-teams,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Forex-trading-teams,11,first-like,First Like,Liked a post,3389,Bronze
Abdullahy72,11,first-like,First Like,Liked a post,3389,Bronze
nikhilbhardwaj,11,first-like,First Like,Liked a post,3389,Bronze
0xyieldlord,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
0xyieldlord,11,first-like,First Like,Liked a post,3389,Bronze
0xyieldlord,12,first-share,First Share,Shared a post,544,Bronze
Teetee22,11,first-like,First Like,Liked a post,3389,Bronze
delz,11,first-like,First Like,Liked a post,3389,Bronze
q_y,11,first-like,First Like,Liked a post,3389,Bronze
cmrn,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
cmrn,11,first-like,First Like,Liked a post,3389,Bronze
Ayaw666,11,first-like,First Like,Liked a post,3389,Bronze
bitflag,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Dashali11543,11,first-like,First Like,Liked a post,3389,Bronze
Dashali11543,33,out-of-love,Out of Love,Used 50 likes in a day,48,Bronze
NaboxWallet,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Arbs,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
tushar094,100,certified,Certified,Completed our new user tutorial,215,Bronze
cyg.snowman,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
jeury301,11,first-like,First Like,Liked a post,3389,Bronze
YL_Fiat24,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
YL_Fiat24,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
probablyngmi,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Aqua,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Aqua,11,first-like,First Like,Liked a post,3389,Bronze
Aqua,12,first-share,First Share,Shared a post,544,Bronze
Sly,11,first-like,First Like,Liked a post,3389,Bronze
Puff,11,first-like,First Like,Liked a post,3389,Bronze
dmars300,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
dmars300,11,first-like,First Like,Liked a post,3389,Bronze
mrmuhammad835,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
D.AI,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
guac,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
tbudd23,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
tbudd23,11,first-like,First Like,Liked a post,3389,Bronze
Chivers,11,first-like,First Like,Liked a post,3389,Bronze
howly,11,first-like,First Like,Liked a post,3389,Bronze
hau194,11,first-like,First Like,Liked a post,3389,Bronze
Kit.K,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Kit.K,11,first-like,First Like,Liked a post,3389,Bronze
lehiephoa1995,11,first-like,First Like,Liked a post,3389,Bronze
polonix,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
COTAPAREDES,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
COTAPAREDES,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
COTAPAREDES,11,first-like,First Like,Liked a post,3389,Bronze
0xkatya,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Yona,11,first-like,First Like,Liked a post,3389,Bronze
Mirbinvestments,11,first-like,First Like,Liked a post,3389,Bronze
Anze_DIADAO,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
nuko,12,first-share,First Share,Shared a post,544,Bronze
cloudr3n,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Ubay,11,first-like,First Like,Liked a post,3389,Bronze
Toshiro,11,first-like,First Like,Liked a post,3389,Bronze
luobo,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Styliann,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
ryuzaki01,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
ryuzaki01,11,first-like,First Like,Liked a post,3389,Bronze
ryuzaki01,12,first-share,First Share,Shared a post,544,Bronze
ryuzaki01,13,first-flag,First Flag,Flagged a post,100,Bronze
ryuzaki01,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
ryuzaki01,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
bokir,11,first-like,First Like,Liked a post,3389,Bronze
Akashsolanki,41,first-emoji,First Emoji,Used an Emoji in a Post,456,Bronze
0xbarry,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
0xbarry,11,first-like,First Like,Liked a post,3389,Bronze
Nguyenthat91,11,first-like,First Like,Liked a post,3389,Bronze
Konnian1,11,first-like,First Like,Liked a post,3389,Bronze
Mulex,11,first-like,First Like,Liked a post,3389,Bronze
Tijfat,11,first-like,First Like,Liked a post,3389,Bronze
Faringida,11,first-like,First Like,Liked a post,3389,Bronze
marningerz,11,first-like,First Like,Liked a post,3389,Bronze
sol,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Pumbi,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
cbrown,12,first-share,First Share,Shared a post,544,Bronze
Thirawat11,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
lifehackergolu1920,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
SeriousIan,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
SeriousIan,5,welcome,Welcome,Received a like,2076,Bronze
SeriousIan,11,first-like,First Like,Liked a post,3389,Bronze
SeriousIan,41,first-emoji,First Emoji,Used an Emoji in a Post,456,Bronze
Siapt88,11,first-like,First Like,Liked a post,3389,Bronze
drlazoli,11,first-like,First Like,Liked a post,3389,Bronze
DeFi3053,11,first-like,First Like,Liked a post,3389,Bronze
mustafaa,11,first-like,First Like,Liked a post,3389,Bronze
emrekya021,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
emrekya021,11,first-like,First Like,Liked a post,3389,Bronze
pilar,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
pilar,11,first-like,First Like,Liked a post,3389,Bronze
WilterS,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
WilterS,11,first-like,First Like,Liked a post,3389,Bronze
Pacon,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Pacon,11,first-like,First Like,Liked a post,3389,Bronze
yuntianzhu.eth,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
yuntianzhu.eth,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
akaTROUBLE,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
akaTROUBLE,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
JoaoKury,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
JoaoKury,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
JoaoKury,11,first-like,First Like,Liked a post,3389,Bronze
saurav9318,11,first-like,First Like,Liked a post,3389,Bronze
BitLion,11,first-like,First Like,Liked a post,3389,Bronze
crisgarner,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
crisgarner,11,first-like,First Like,Liked a post,3389,Bronze
odose,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
odose,11,first-like,First Like,Liked a post,3389,Bronze
Harsha69,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Harsha69,11,first-like,First Like,Liked a post,3389,Bronze
Harsha69,12,first-share,First Share,Shared a post,544,Bronze
Harsha69,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
vandynathan,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
vandynathan,11,first-like,First Like,Liked a post,3389,Bronze
Banaetty,11,first-like,First Like,Liked a post,3389,Bronze
Banaetty,12,first-share,First Share,Shared a post,544,Bronze
Apeguru,12,first-share,First Share,Shared a post,544,Bronze
bigfishjoe,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
bigfishjoe,11,first-like,First Like,Liked a post,3389,Bronze
bigfishjoe,12,first-share,First Share,Shared a post,544,Bronze
mindful487,11,first-like,First Like,Liked a post,3389,Bronze
minhhung_eth,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Charlos,11,first-like,First Like,Liked a post,3390,Bronze
darkhumour,11,first-like,First Like,Liked a post,3390,Bronze
Buupro1325,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Buupro1325,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
Neiltbe,12,first-share,First Share,Shared a post,544,Bronze
Moomsxxx,11,first-like,First Like,Liked a post,3390,Bronze
olyagreen,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
olyagreen,11,first-like,First Like,Liked a post,3390,Bronze
Jpegape,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
ApeFede,11,first-like,First Like,Liked a post,3390,Bronze
efe,11,first-like,First Like,Liked a post,3390,Bronze
robertchang,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
SeriousKeith,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
SeriousKeith,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",222,Bronze
SeriousKeith,5,welcome,Welcome,Received a like,2076,Bronze
SeriousKeith,11,first-like,First Like,Liked a post,3390,Bronze
SeriousKeith,12,first-share,First Share,Shared a post,544,Bronze
SeriousKeith,14,first-link,First Link,Added a link to another topic,152,Bronze
SeriousKeith,15,first-quote,First Quote,Quoted a post,244,Bronze
SeriousKeith,40,first-mention,First Mention,Mentioned a user in a post,375,Bronze
SeriousKeith,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
Aesedei,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Aesedei,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
DeFiOG,11,first-like,First Like,Liked a post,3390,Bronze
DeFi-OG,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
DeFi-OG,11,first-like,First Like,Liked a post,3390,Bronze
Sue,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
martindoc778,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
mcarrica,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
paradigma,11,first-like,First Like,Liked a post,3390,Bronze
albist,11,first-like,First Like,Liked a post,3390,Bronze
Tripp,11,first-like,First Like,Liked a post,3390,Bronze
kexley,11,first-like,First Like,Liked a post,3390,Bronze
crypto_tw,11,first-like,First Like,Liked a post,3390,Bronze
yerfer,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
yerfer,11,first-like,First Like,Liked a post,3390,Bronze
